"__uniqueid__"	"_match_text_"	"_path_"	"_concept_"	"keywords"	"concept_type"	"Fact_ID"	"fact_argument_acq"	"fact_argument_country"	"fact_argument_inc"	"fact_argument_kyc"	"fact_argument_ra"	"fact_argument_st"	"Obs_ID"	"total_sentences"	"fileName"	"_sentence_id_"	"_start_"	"_end_"
"        6303"	"entities) 
• Denver Address: Valid residential, no corporate presence 
• Adverse Media: Clean, but parent entity flagged in 2022 EU tax"	"nlpNounGroup"	"nlpNounGroup"	"EU tax | parent entity | corporate presence"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000063"	"         201"	"RLK Systems Inc.pdf"	"         139"	"        4363"	"        4501"
"        6303"	"entities) 
• Denver Address: Valid residential, no corporate presence 
• Adverse Media: Clean, but parent entity flagged in 2022 EU tax"	"nlpDate"	"nlpDate"	"2022 | in 2022"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000063"	"         201"	"RLK Systems Inc.pdf"	"         139"	"        4363"	"        4501"
"        6404"	"SOF Documentation: 92% of 2025 inflows retrospectively evidenced (trader contracts, LCs)."	"nlpPercent"	"nlpPercent"	"92%"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000064"	"          79"	"Nevis Energy Partners LLC.docx"	"          16"	"        7767"	"        7855"
"        6404"	"SOF Documentation: 92% of 2025 inflows retrospectively evidenced (trader contracts, LCs)."	"nlpNounGroup"	"nlpNounGroup"	"trader contracts"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000064"	"          79"	"Nevis Energy Partners LLC.docx"	"          16"	"        7767"	"        7855"
"        6404"	"SOF Documentation: 92% of 2025 inflows retrospectively evidenced (trader contracts, LCs)."	"nlpDate"	"nlpDate"	"of 2025"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000064"	"          79"	"Nevis Energy Partners LLC.docx"	"          16"	"        7767"	"        7855"
"        7801"	"Executive Summary
	Initial Flagging and Key Risk Drivers
	Trigger Event:
	Primary Risk Driver 1: Short Management Tenure (Score: 0.92/1.0)
	Primary Risk Driver 2: Elevated Governance Risk (Score: 0.85/1.0)
	Primary Risk Driver 3: High Transaction Velocity (Score: 0.91/1.0)
	Jurisdictional Overlay (Bermuda, Score: 0.75/1.0):
	Comprehensive Assessment Phase (Weeks 1-4)
	Investigation & Red Flag Mitigation (Weeks 5-9)
	Key Red Flags Confirmed:
	Remediation Activities (Weeks 10-14)
	Final Resolution & Ongoing Monitoring"	"Trigger"	"Trigger"	"Trigger"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000078"	"          78"	"Nevis Energy Partners LLC.pdf"	"           1"	"        9459"	"        9979"
"        7801"	"Executive Summary
	Initial Flagging and Key Risk Drivers
	Trigger Event:
	Primary Risk Driver 1: Short Management Tenure (Score: 0.92/1.0)
	Primary Risk Driver 2: Elevated Governance Risk (Score: 0.85/1.0)
	Primary Risk Driver 3: High Transaction Velocity (Score: 0.91/1.0)
	Jurisdictional Overlay (Bermuda, Score: 0.75/1.0):
	Comprehensive Assessment Phase (Weeks 1-4)
	Investigation & Red Flag Mitigation (Weeks 5-9)
	Key Red Flags Confirmed:
	Remediation Activities (Weeks 10-14)
	Final Resolution & Ongoing Monitoring"	"risk_amplifiers"	"risk_amplifiers"	"High"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000078"	"          78"	"Nevis Energy Partners LLC.pdf"	"           1"	"        9459"	"        9979"
"        7801"	"Executive Summary
	Initial Flagging and Key Risk Drivers
	Trigger Event:
	Primary Risk Driver 1: Short Management Tenure (Score: 0.92/1.0)
	Primary Risk Driver 2: Elevated Governance Risk (Score: 0.85/1.0)
	Primary Risk Driver 3: High Transaction Velocity (Score: 0.91/1.0)
	Jurisdictional Overlay (Bermuda, Score: 0.75/1.0):
	Comprehensive Assessment Phase (Weeks 1-4)
	Investigation & Red Flag Mitigation (Weeks 5-9)
	Key Red Flags Confirmed:
	Remediation Activities (Weeks 10-14)
	Final Resolution & Ongoing Monitoring"	"High_Risk_Countries"	"High_Risk_Countries"	"Bermuda"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000078"	"          78"	"Nevis Energy Partners LLC.pdf"	"           1"	"        9459"	"        9979"
"        7801"	"Executive Summary
	Initial Flagging and Key Risk Drivers
	Trigger Event:
	Primary Risk Driver 1: Short Management Tenure (Score: 0.92/1.0)
	Primary Risk Driver 2: Elevated Governance Risk (Score: 0.85/1.0)
	Primary Risk Driver 3: High Transaction Velocity (Score: 0.91/1.0)
	Jurisdictional Overlay (Bermuda, Score: 0.75/1.0):
	Comprehensive Assessment Phase (Weeks 1-4)
	Investigation & Red Flag Mitigation (Weeks 5-9)
	Key Red Flags Confirmed:
	Remediation Activities (Weeks 10-14)
	Final Resolution & Ongoing Monitoring"	"Extract_Jurisdictional_Risk"	"Extract_Jurisdictional_Risk"	"High Transaction Velocity (Score: 0.91/1.0)
	Jurisdictional Overlay (Bermuda"	"Fact"	"           1"	""	"Bermuda"	""	""	"High"	""	"NevisEnergyPartnersLLC.p_000000000000078"	"          78"	"Nevis Energy Partners LLC.pdf"	"           1"	"        9459"	"        9979"
"        7902"	"• Use of a domestic LLC with a centralized cross-border financing role is 
consistent with structures occasionally used for profit repatriation, transfer 
pricing, or aggressive tax planning."	"nlpNounGroup"	"nlpNounGroup"	"tax planning | transfer 
pricing | profit repatriation | financing role"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000079"	"         179"	"Accent Holdings LLC.pdf"	"         101"	"        6756"	"        6948"
"        8002"	"3"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000080"	"         179"	"Accent Holdings LLC.pdf"	"         100"	"        6952"	"        6952"
"        8103"	"3"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000081"	"         201"	"RLK Systems Inc.pdf"	"         121"	"        5329"	"        5329"
"        9702"	"• Limited direct payroll or rental expenses at Accent level, consistent with 
non-operating status."	"nlpNounGroup"	"nlpNounGroup"	"Accent level | rental expenses | direct payroll | Limited direct payroll | non-operating status"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000097"	"         179"	"Accent Holdings LLC.pdf"	"          83"	"        8725"	"        8825"
"        9803"	"Red Flags and Risk Mitigation Strategy"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000098"	"         201"	"RLK Systems Inc.pdf"	"         104"	"        6195"	"        6232"
"       10502"	"Accent provided:"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000105"	"         179"	"Accent Holdings LLC.pdf"	"          75"	"        9373"	"        9388"
"       11202"	"• Group CFO responsible for treasury and transfer pricing."	"nlpNounGroup"	"nlpNounGroup"	"transfer pricing | Group CFO"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000112"	"         179"	"Accent Holdings LLC.pdf"	"          68"	"        9917"	"        9976"
"       12803"	"Phase 4: External Validation (Week 12)"	"nlpDate"	"nlpDate"	"Week 12"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000128"	"         201"	"RLK Systems Inc.pdf"	"          74"	"        7487"	"        7524"
"       13503"	"Risk Dimensions Post-Remediation:"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000135"	"         201"	"RLK Systems Inc.pdf"	"          67"	"        7790"	"        7822"
"       14203"	"text"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000142"	"         201"	"RLK Systems Inc.pdf"	"          60"	"        8159"	"        8162"
"       14902"	"o Confirm ongoing operational substance (e.g., staff, facilities, actual"	"nlpNounGroup"	"nlpNounGroup"	"operational substance | ongoing operational substance"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000149"	"         179"	"Accent Holdings LLC.pdf"	"          31"	"       12730"	"       12801"
"       15602"	"• Offshore Exposure: Reduced from “High” to “Medium-High,” given 
improved transparency and controls."	"risk_amplifiers"	"risk_amplifiers"	"High"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000156"	"         179"	"Accent Holdings LLC.pdf"	"          24"	"       13270"	"       13380"
"       16302"	"• Annual Enhanced Due Diligence (EDD) review, including verification of 
UBOs, governance structure, and any changes to group organization."	"nlpNounGroup"	"nlpNounGroup"	"governance structure"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000163"	"         179"	"Accent Holdings LLC.pdf"	"          17"	"       14044"	"       14184"
"       17002"	"Residual risk remains due to the inherent complexity of cross-border flows and the 
high degree of control exerted by a small group of stakeholders."	"risk_amplifiers"	"risk_amplifiers"	"high | complexity"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000170"	"         179"	"Accent Holdings LLC.pdf"	"          10"	"       15097"	"       15244"
"       17002"	"Residual risk remains due to the inherent complexity of cross-border flows and the 
high degree of control exerted by a small group of stakeholders."	"nlpNounGroup"	"nlpNounGroup"	"high degree | cross-border flows | inherent complexity | risk remains"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000170"	"         179"	"Accent Holdings LLC.pdf"	"          10"	"       15097"	"       15244"
"       17903"	"3"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000179"	"         201"	"RLK Systems Inc.pdf"	"          23"	"        9082"	"        9082"
"       18603"	"text"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000186"	"         201"	"RLK Systems Inc.pdf"	"          16"	"        9285"	"        9288"
"       19303"	"Resolution Date: March 15, 2026 
Final Risk Classification: Medium Risk - Enhanced Monitoring 
Relationship Status: Continue with Controls"	"nlpDate"	"nlpDate"	"March 15, 2026 | March 15 | March"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000193"	"         201"	"RLK Systems Inc.pdf"	"           9"	"        9561"	"        9698"
"         302"	"Executive"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000003"	"         179"	"Accent Holdings LLC.pdf"	"         177"	"         270"	"         278"
"         601"	"This report details the comprehensive 
assessment, investigative findings, remediation actions, and final resolution achieved on February 15, 
2026, following 14 weeks of structured remediation."	"nlpNounGroup"	"nlpNounGroup"	"final resolution | investigative findings | comprehensive 
assessment | remediation actions | structured remediation"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000006"	"          78"	"Nevis Energy Partners LLC.pdf"	"          73"	"         956"	"        1149"
"         601"	"This report details the comprehensive 
assessment, investigative findings, remediation actions, and final resolution achieved on February 15, 
2026, following 14 weeks of structured remediation."	"nlpDate"	"nlpDate"	"February | February 15, 
2026 | February 15 | 2026"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000006"	"          78"	"Nevis Energy Partners LLC.pdf"	"          73"	"         956"	"        1149"
"         601"	"This report details the comprehensive 
assessment, investigative findings, remediation actions, and final resolution achieved on February 15, 
2026, following 14 weeks of structured remediation."	"nlpMeasure"	"nlpMeasure"	"14 weeks"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000006"	"          78"	"Nevis Energy Partners LLC.pdf"	"          73"	"         956"	"        1149"
"        1701"	"Number of Voting Rights Stakeholders: 15."	""	""	""	""	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000017"	"          78"	"Nevis Energy Partners LLC.pdf"	"          62"	"        2526"	"        2566"
"        1802"	"1"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000018"	"         179"	"Accent Holdings LLC.pdf"	"         162"	"        2278"	"        2278"
"        1903"	"Automated Flagging Triggers"	"Trigger"	"Trigger"	"Triggers"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000019"	"         201"	"RLK Systems Inc.pdf"	"         183"	"        2013"	"        2039"
"        2003"	"1"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000020"	"         201"	"RLK Systems Inc.pdf"	"         182"	"        2043"	"        2043"
"        2104"	"Bermuda incorporation further amplified governance opacity, aspublic beneficial ownership registries are limited."	"incorporation_references"	"incorporation_references"	"incorporation"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000021"	"          79"	"Nevis Energy Partners LLC.docx"	"          59"	"        2797"	"        2909"
"        2104"	"Bermuda incorporation further amplified governance opacity, aspublic beneficial ownership registries are limited."	"nlpNounGroup"	"nlpNounGroup"	"ownership registries | governance opacity | Bermuda incorporation"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000021"	"          79"	"Nevis Energy Partners LLC.docx"	"          59"	"        2797"	"        2909"
"        2104"	"Bermuda incorporation further amplified governance opacity, aspublic beneficial ownership registries are limited."	"High_Risk_Countries"	"High_Risk_Countries"	"Bermuda"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000021"	"          79"	"Nevis Energy Partners LLC.docx"	"          59"	"        2797"	"        2909"
"        2104"	"Bermuda incorporation further amplified governance opacity, aspublic beneficial ownership registries are limited."	"Extract_Jurisdictional_Risk"	"Extract_Jurisdictional_Risk"	"Bermuda incorporation"	"Fact"	"           2"	""	"Bermuda"	"incorporation"	""	""	""	"NevisEnergyPartnersLLC.d_000000000000021"	"          79"	"Nevis Energy Partners LLC.docx"	"          59"	"        2797"	"        2909"
"        2104"	"Bermuda incorporation further amplified governance opacity, aspublic beneficial ownership registries are limited."	"Extract_Jurisdictional_Risk"	"Extract_Jurisdictional_Risk"	"Bermuda incorporation further amplified governance opacity"	"Fact"	"           1"	""	"Bermuda"	""	""	"opacity"	""	"NevisEnergyPartnersLLC.d_000000000000021"	"          79"	"Nevis Energy Partners LLC.docx"	"          59"	"        2797"	"        2909"
"        2104"	"Bermuda incorporation further amplified governance opacity, aspublic beneficial ownership registries are limited."	"risk_amplifiers"	"risk_amplifiers"	"opacity"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000021"	"          79"	"Nevis Energy Partners LLC.docx"	"          59"	"        2797"	"        2909"
"        3501"	"Quantitative Deep Dive: 
Transaction sampling revealed 68% of inflows originated from 12 US energy traders (e.g.,Vitol, Trafigura 
affiliates), funneled through Nevis as a ""pass-through"" for Bermuda taxoptimization."	"nlpNounGroup"	"nlpNounGroup"	"Trafigura 
affiliates | energy traders | US energy | Transaction sampling | Bermuda taxoptimization"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000035"	"          78"	"Nevis Energy Partners LLC.pdf"	"          44"	"        4611"	"        4825"
"        3501"	"Quantitative Deep Dive: 
Transaction sampling revealed 68% of inflows originated from 12 US energy traders (e.g.,Vitol, Trafigura 
affiliates), funneled through Nevis as a ""pass-through"" for Bermuda taxoptimization."	"High_Risk_Countries"	"High_Risk_Countries"	"Bermuda"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000035"	"          78"	"Nevis Energy Partners LLC.pdf"	"          44"	"        4611"	"        4825"
"        3501"	"Quantitative Deep Dive: 
Transaction sampling revealed 68% of inflows originated from 12 US energy traders (e.g.,Vitol, Trafigura 
affiliates), funneled through Nevis as a ""pass-through"" for Bermuda taxoptimization."	"nlpPercent"	"nlpPercent"	"68%"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000035"	"          78"	"Nevis Energy Partners LLC.pdf"	"          44"	"        4611"	"        4825"
"        3602"	"Automated Risk Scoring"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000036"	"         179"	"Accent Holdings LLC.pdf"	"         144"	"        3577"	"        3598"
"        3703"	"Week 1 Actions:"	"nlpDate"	"nlpDate"	"Week 1"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000037"	"         201"	"RLK Systems Inc.pdf"	"         165"	"        3004"	"        3018"
"        3804"	"Outflows predominantly to Caribbean vehicles (BVI, Cayman)."	"nlpPlace"	"nlpPlace"	"Caribbean"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000038"	"          79"	"Nevis Energy Partners LLC.docx"	"          42"	"        4723"	"        4781"
"        3804"	"Outflows predominantly to Caribbean vehicles (BVI, Cayman)."	"nlpNounGroup"	"nlpNounGroup"	"Caribbean vehicles"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000038"	"          79"	"Nevis Energy Partners LLC.docx"	"          42"	"        4723"	"        4781"
"        3804"	"Outflows predominantly to Caribbean vehicles (BVI, Cayman)."	"High_Risk_Countries"	"High_Risk_Countries"	"Cayman"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000038"	"          79"	"Nevis Energy Partners LLC.docx"	"          42"	"        4723"	"        4781"
"        5301"	"Legacy KYC obsolescence: 2017 docs irrelevant post-2023 buyout."	"nlpNounGroup"	"nlpNounGroup"	"post-2023 buyout | KYC obsolescence"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000053"	"          78"	"Nevis Energy Partners LLC.pdf"	"          26"	"        7065"	"        7127"
"        5402"	"Findings"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000054"	"         179"	"Accent Holdings LLC.pdf"	"         126"	"        4907"	"        4914"
"        5503"	"High-Risk Corridors (>10% volume):"	"nlpPercent"	"nlpPercent"	"10%"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000055"	"         201"	"RLK Systems Inc.pdf"	"         147"	"        3981"	"        4014"
"        5604"	"."	""	""	""	""	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000056"	"          79"	"Nevis Energy Partners LLC.docx"	"          24"	"        6980"	"        6980"
"        7101"	"Exit triggers: Tenure <24 months reset, concentration >0.55, or Bermuda regulatory flags."	"Trigger"	"Trigger"	"triggers"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000071"	"          78"	"Nevis Energy Partners LLC.pdf"	"           8"	"        8905"	"        8993"
"        7101"	"Exit triggers: Tenure <24 months reset, concentration >0.55, or Bermuda regulatory flags."	"nlpNounGroup"	"nlpNounGroup"	"regulatory flags | months reset | 24 months reset | Exit triggers"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000071"	"          78"	"Nevis Energy Partners LLC.pdf"	"           8"	"        8905"	"        8993"
"        7101"	"Exit triggers: Tenure <24 months reset, concentration >0.55, or Bermuda regulatory flags."	"nlpMeasure"	"nlpMeasure"	"24 months"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000071"	"          78"	"Nevis Energy Partners LLC.pdf"	"           8"	"        8905"	"        8993"
"        7101"	"Exit triggers: Tenure <24 months reset, concentration >0.55, or Bermuda regulatory flags."	"High_Risk_Countries"	"High_Risk_Countries"	"Bermuda"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.p_000000000000071"	"          78"	"Nevis Energy Partners LLC.pdf"	"           8"	"        8905"	"        8993"
"        7202"	"o A holding company owning IP and brand rights."	"nlpNounGroup"	"nlpNounGroup"	"brand rights | holding company"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000072"	"         179"	"Accent Holdings LLC.pdf"	"         108"	"        6228"	"        6274"
"        7303"	"Hub  
                           ↓  
                    Asia Logistics (14%)"	"nlpPlace"	"nlpPlace"	"Asia"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000073"	"         201"	"RLK Systems Inc.pdf"	"         129"	"        5068"	"        5146"
"        7303"	"Hub  
                           ↓  
                    Asia Logistics (14%)"	"nlpPercent"	"nlpPercent"	"14%"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000073"	"         201"	"RLK Systems Inc.pdf"	"         129"	"        5068"	"        5146"
"        7404"	"Lessons Learned: Legacy portfolio reviews must incorporate PE transaction lookbacks."	"nlpNounGroup"	"nlpNounGroup"	"transaction lookbacks | PE transaction | portfolio reviews | Legacy portfolio reviews | Legacy portfolio"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000074"	"          79"	"Nevis Energy Partners LLC.docx"	"           6"	"        8801"	"        8884"
"        7404"	"Lessons Learned: Legacy portfolio reviews must incorporate PE transaction lookbacks."	"incorporation_references"	"incorporation_references"	"incorporate"	"Concept"	"           ."	""	""	""	""	""	""	"NevisEnergyPartnersLLC.d_000000000000074"	"          79"	"Nevis Energy Partners LLC.docx"	"           6"	"        8801"	"        8884"
"        8902"	"4."	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000089"	"         179"	"Accent Holdings LLC.pdf"	"          91"	"        7956"	"        7957"
"        9002"	"Transaction Velocity and Financial Profile"	""	""	""	""	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000090"	"         179"	"Accent Holdings LLC.pdf"	"          90"	"        7959"	"        8000"
"        9103"	"Family offices: 25%"	"nlpPercent"	"nlpPercent"	"25%"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000091"	"         201"	"RLK Systems Inc.pdf"	"         111"	"        5661"	"        5679"
"        9103"	"Family offices: 25%"	"nlpNounGroup"	"nlpNounGroup"	"Family offices"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000091"	"         201"	"RLK Systems Inc.pdf"	"         111"	"        5661"	"        5679"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"nlpNounGroup"	"nlpNounGroup"	"management control | US management | operational overlay | risk jurisdiction | Cayman incorporation"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"incorporation_references"	"incorporation_references"	"incorporation"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"High_Risk_Countries"	"High_Risk_Countries"	"Cayman"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"Extract_Jurisdictional_Risk"	"Extract_Jurisdictional_Risk"	"Complexity ❌ PERSISTENT 
   ├── Cayman"	"Fact"	"           2"	""	"Cayman"	""	""	"Complexity"	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"Extract_Jurisdictional_Risk"	"Extract_Jurisdictional_Risk"	"Cayman incorporation (high"	"Fact"	"           1"	""	"Cayman"	""	""	"high"	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"Extract_Jurisdictional_Risk"	"Extract_Jurisdictional_Risk"	"Cayman incorporation"	"Fact"	"           3"	""	"Cayman"	"incorporation"	""	""	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"risk_amplifiers"	"risk_amplifiers"	"high | Complexity"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       10303"	"Jurisdictional Complexity ❌ PERSISTENT 
   ├── Cayman incorporation (high risk jurisdiction)  
   ├── Singapore operational overlay  
   └── US management control"	"nlpPlace"	"nlpPlace"	"Singapore"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000103"	"         201"	"RLK Systems Inc.pdf"	"          99"	"        6271"	"        6452"
"       11003"	"Legacy KYC ❌ FULLY RESOLVED"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000110"	"         201"	"RLK Systems Inc.pdf"	"          92"	"        6648"	"        6676"
"       11702"	"• The three voting stakeholders represent long-standing strategic partners, with 
no recent changes in control in the last six years."	"nlpNounGroup"	"nlpNounGroup"	"recent changes | strategic partners | long-standing strategic partners"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000117"	"         179"	"Accent Holdings LLC.pdf"	"          63"	"       10362"	"       10496"
"       11702"	"• The three voting stakeholders represent long-standing strategic partners, with 
no recent changes in control in the last six years."	"nlpMeasure"	"nlpMeasure"	"six years"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000117"	"         179"	"Accent Holdings LLC.pdf"	"          63"	"       10362"	"       10496"
"       12402"	"• Accent agreed to: 
o Appoint at least one independent non-executive director with"	"nlpNounGroup"	"nlpNounGroup"	"non-executive director | independent non-executive director"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000124"	"         179"	"Accent Holdings LLC.pdf"	"          56"	"       10686"	"       10770"
"       13102"	"ownership certification, including confirmation that no sanctioned persons or 
PEPs (Politically Exposed Persons) hold direct or indirect control."	"nlpNounGroup"	"nlpNounGroup"	"indirect control | sanctioned persons | ownership certification"	"Concept"	"           ."	""	""	""	""	""	""	"AccentHoldingsLLC.pdf_000000000000131"	"         179"	"Accent Holdings LLC.pdf"	"          49"	"       11069"	"       11214"
"       14703"	"Counterparty whitelist maintenance"	"nlpNounGroup"	"nlpNounGroup"	"whitelist maintenance | Counterparty whitelist maintenance | Counterparty whitelist"	"Concept"	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000147"	"         201"	"RLK Systems Inc.pdf"	"          55"	"        8345"	"        8378"
"       15403"	"text"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000154"	"         201"	"RLK Systems Inc.pdf"	"          48"	"        8601"	"        8604"
"       16103"	"3"	""	""	""	""	"           ."	""	""	""	""	""	""	"RLKSystemsInc.pdf_000000000000161"	"         201"	"RLK Systems Inc.pdf"	"          41"	"        8703"	"        8703"
